relative_path,method,face_crop_count,crop_ssim_mean,crop_lpips_mean,facenet_cosine_mean,facenet_reid_rate_050,facenet_reid_rate_060,facenet_reid_rate_070,landmark_pair_rate,landmark_error_mean,landmark_geometry_score,background_preservation_score,face_region_utility_score,metric_status
day2/members/klaus/18_0601.webp,reverse_personalization,2,0.818426874907543,0.1878487467765808,-0.13875281810760498,0.0,0.0,0.0,1.0,0.13024148916228798,0.62788145953632,0.998107373714447,0.7494953977134297,ok
day4/members/allie/12_0604.webp,blur,3,0.8758489053779878,0.3446670472621918,0.056432951241731644,0.0,0.0,0.0,0.0,,0.0,0.9992690682411194,0.3842136007017804,ok
day4/members/allie/12_0604.webp,pixelate,3,0.8361126566458476,0.49665725231170654,0.3839248716831207,0.3333333333333333,0.3333333333333333,0.0,0.0,,0.0,0.9992687702178955,0.3013198032562987,ok
day4/members/allie/12_0604.webp,solid_mask_black,3,0.00412235231309356,0.8296138644218445,-0.048124536871910095,0.0,0.0,0.0,0.0,,0.0,0.9984766840934753,0.001442823309582746,ok
day4/members/allie/12_0604.webp,layered_blur_downscale_noise,3,0.7827193610656015,0.5800362229347229,0.06539113074541092,0.0,0.0,0.0,0.0,,0.0,0.9984822273254395,0.2739517763729605,ok
day4/members/allie/12_0604.webp,nullface,3,0.8610106567136925,0.2506767511367798,0.2457432746887207,0.3333333333333333,0.0,0.0,0.6666666666666666,0.2344606839548829,0.33011233155747743,0.9973371624946594,0.6085434371707718,ok
day4/members/allie/12_0604.webp,diffusion_low_step,3,0.68810366973213,0.4982821047306061,0.1969989389181137,0.3333333333333333,0.0,0.0,0.6666666666666666,0.6673050318051024,0.0,0.9984189867973328,0.3769171812606461,ok
day4/members/allie/12_0604.webp,reverse_personalization,3,0.8003580575698147,0.33784568309783936,-0.12793709337711334,0.0,0.0,0.0,0.6666666666666666,0.10347099896377945,0.7043685743892015,0.9984104633331299,0.6372946147472353,ok
day1/members/onanong/08_0572.webp,blur,2,0.7902855320180535,0.46582651138305664,0.01174855511635542,0.0,0.0,0.0,0.0,,0.0,0.9992323517799377,0.3092203363966721,ok
day1/members/onanong/08_0572.webp,pixelate,2,0.8096731735565216,0.4734279215335846,0.32647955417633057,0.0,0.0,0.0,0.0,,0.0,0.9992327094078064,0.2973375530694209,ok
